Year,State,Life Expectancy,Air Quality Index,Binge Drinking,Completed High SchoolPercent,Bachelor's degree or more Percent,Median Income,Health care coverage pct,Physical Activity Percentage,Smoking
2004,West Virginia,75.03152579,50.6988625,11.3,80.9,15.3,"33,373",81.5,72,27.3
2004,Wisconsin,78.73408391,40.20143407,24.6,88.8,25.6,"45,732",90,81.2,22
2004,Wyoming,77.46041443,32.34330445,18.2,91.9,22.5,"45,397",82.5,78.9,24.6
2005,Alabama,74.52067065,48.14710204,12.4,80.9,19.8,"37,150",83.1,70.4,24.9
2005,Alaska,77.39959886,26.20983125,17.5,91.7,28.6,"55,891",82.9,79.4,24.8
2005,Arizona,77.65216931,54.07037226,16,85.8,28,"45,245",79.1,75.8,18.5
2005,Arkansas,75.40305753,48.64180064,11.9,81.4,17.5,"36,658",80.8,73.5,25.6
2005,California,78.87304253,56.35673345,15.3,80.4,30.6,"51,755",82.8,77.3,14.8
2005,Colorado,78.94321559,37.97619048,17.7,89.3,35.5,"50,449",83.9,81.3,20
2005,Connecticut,79.38432381,51.42778014,15.7,90,36.8,"56,835",91,81.1,18.1
2005,Delaware,76.89124652,63.91713326,18,86.9,25.6,"51,235",92.3,78.2,24.4
2005,District of Columbia,73.64867318,57,17.6,84.1,46.9,"44,993",90.3,77.7,20.9
2005,Florida,77.79587019,44.50402653,13.9,86.8,25.4,"42,990",79.7,76.4,20.2
2005,Georgia,75.98870412,50.30088976,12.7,85.7,27.1,"45,926",83.4,74.2,20
2005,Hawaii,80.0917668,32.15830116,13.3,87.2,30.4,"59,586",92.2,81.7,17.2
2005,Idaho,78.41373396,31.77394921,14.2,89.1,25.9,"44,176",81.1,80.9,17.4
2005,Illinois,77.60908694,46.31355648,17.4,87.2,29.6,"48,398",85.5,75.1,22.2
2005,Indiana,76.66355411,49.55354511,14.8,87.2,22.6,"42,437",84.5,74.7,24.9
2005,Iowa,78.98752906,43.02407261,19.2,89.8,24.5,"46,500",89.3,78.7,20.8
2005,Kansas,77.69642255,41.5634959,13.3,91.4,30.4,"42,027",86.8,76.8,19.8
2005,Kentucky,75.35454749,51.24034641,9.4,78.9,18.9,"36,699",82.4,70.2,27.5
2005,Louisiana,72.73702106,51.48142021,15.1,80.2,19.6,"37,236",77.4,70.2,23.5
2005,Maine,77.68663282,38.37804031,15.8,87.2,24.3,"43,923",87.2,78.5,21
2005,Maryland,77.24629916,54.56810078,14,86.9,36.3,"60,512",89.1,78.2,19.5
2005,Massachusetts,79.28495808,48.75747689,17.7,87.5,36.6,"56,017",89.7,80,18.5
2005,Michigan,77.15810669,50.26710454,17.5,88.6,24.6,"45,933",87.4,77.9,23.3
2005,Minnesota,80.01039179,41.44967765,19.8,92.7,34.2,"54,215",93,84.1,20.7
2005,Mississippi,73.45142627,53.23149294,10.9,79.8,21.8,"32,875",81.5,68.7,24.5
2005,Missouri,76.55513733,52.05830806,16.7,85.5,25,"42,986",87.1,75.2,24.1
2005,Montana,77.80335849,27.9011578,18.1,92.1,25.4,"37,313",78.5,81.1,20.4
2005,Nebraska,78.82913469,35.37676228,17.8,89.8,25.4,"47,923",86.2,78.4,20.3
2005,Nevada,75.76914443,39.282099,17.9,86.6,23.4,"48,209",78.3,75.8,23.2
2005,New Hampshire,78.95554362,44.55669662,17,91.9,32.8,"56,984",89.5,81.5,21.7
2005,New Jersey,78.55726706,47.4754441,15.3,86.9,36.3,"63,368",85.5,74.3,18.8
2005,New Mexico,77.42412129,38.86399801,14.2,81.2,27.4,"38,947",78.1,78.8,20.3
2005,New York,78.92115344,43.09035714,16.1,85.7,30.4,"47,176",86.3,73.5,19.9
2005,North Carolina,76.50773221,52.07071422,9.2,84,25.3,"42,056",80.9,75.3,23.1
2005,North Dakota,79.64436879,31.59295898,21,90,27.2,"42,192",88.5,78.7,19.9
2005,Ohio,76.70608245,50.75294893,16.8,87.9,23,"44,203",87.2,77,25.9
2005,Oklahoma,75.05354732,46.22738675,13.2,85.2,24,"37,645",79.3,72.2,26.1
2005,Oregon,78.28281469,33.90259197,14.3,88.6,29,"44,159",82.3,82.8,20
2005,Pennsylvania,77.22703513,54.88201576,17.8,86.3,26,"46,300",89.2,75.6,22.7
2005,Rhode Island,78.3864224,50.08735332,18.2,83.9,29.2,"49,484",88.4,75.8,21.3
2005,South Carolina,75.6245489,48.09748128,13.9,83,24.2,"40,230",81.1,76.2,24.3
2005,South Dakota,78.28987523,39.56952965,18,88.4,25,"43,151",88.5,81,20.3
2005,Tennessee,75.18227855,49.97379227,7.7,81.8,21.5,"39,406",86,70.3,26.2
2005,Texas,77.31311432,51.13728584,16,78.2,25.5,"41,422",71.5,73.9,20.5
2005,Utah,79.00906889,50.47523839,9.7,92.5,29.8,"54,813",84.9,83.1,10.5
2005,Vermont,79.08953539,37.03923139,16.6,90,34.4,"50,704",87.8,81.9,20
2005,Virginia,77.5676628,45.20119544,14.5,86,30.6,"51,914",88.9,78.1,20.8
2005,Washington,78.93439908,33.50606348,14.7,91.5,30.9,"50,646",85.3,82.7,19.2
2005,West Virginia,75.21900724,54.22396897,10.5,82.5,15.1,"36,445",81.9,75.5,26.9
2005,Wisconsin,78.63356999,47.84782894,23,90.4,25,"44,650",89.5,81.5,21.9
2005,Wyoming,77.74288691,32.60926194,17.3,90.9,21.9,"44,718",82,79.9,21.7
2006,Alabama,74.54254187,50.58759664,11.8,82.1,20.8,"37,952",84,70.3,24.8
2006,Alaska,77.44870971,29.41360544,17,92,27.7,"56,418",82.5,78.6,24.9
2006,Arizona,77.80545515,64.92640906,15,83.1,24.5,"46,657",80.4,77.4,20.2
2006,Arkansas,75.55597956,44.76356472,10.8,82.5,19,"37,057",79.4,69.4,23.5
2006,California,79.17529529,60.00444854,14.3,80.8,29.8,"55,319",82.5,76.1,15.2
2006,Colorado,79.32574533,39.70151307,16.8,90,36.4,"55,697",83,82.7,19.8
2006,Connecticut,79.67774128,47.92948984,14.9,88.4,36,"62,404",89.9,78.8,16.5
2006,Delaware,77.52973976,60.30100334,16.5,86,26.2,"52,438",90.4,76.7,20.6
2006,District of Columbia,74.02891354,54,16.8,83.3,49.1,"48,477",91.3,77.5,20
2006,Florida,78.04439875,46.07945827,13.4,86.7,27.2,"45,676",79.6,73.1,21.7
2006,Georgia,76.13759373,52.66748166,12.1,84.2,28.1,"49,344",84.2,72.8,22.1
2006,Hawaii,80.23627055,30.37987243,15.3,88.7,32.3,"60,470",91.7,80.5,17
2006,Idaho,78.74379858,31.77533194,13,88.9,25.1,"46,213",81.2,78.4,17.9
2006,Illinois,77.97098958,40.7329932,17.1,87.6,31.2,"48,671",84.9,74.4,19.9
2006,Indiana,76.78262736,43.52183697,14.4,88.2,21.9,"45,407",84.4,73.1,27.3
2006,Iowa,79.26484253,38.90825879,18.8,90.4,24.7,"48,126",89.5,75.3,20.4
2006,Kansas,77.83371717,43.12114428,12.7,90.2,31.6,"45,552",87,75.6,17.8
2006,Kentucky,75.50681952,46.19550173,10,79.9,20.2,"39,485",83,68.5,28.7
2006,Louisiana,74.93712717,51.17697695,14.1,79.7,21.2,"36,488",77.1,66.6,22.6
2006,Maine,78.27244974,36.91987293,14.4,89.3,26.9,"45,642",89.6,77.7,20.8
2006,Maryland,77.53699544,54.62416107,12.3,87.2,35.7,"63,668",89.9,77.1,18.9
2006,Massachusetts,79.57574457,45.85159285,16.4,89.9,40.4,"55,330",91.5,76.7,18.1
2006,Michigan,77.45941085,43.30033651,16.5,89.7,26.1,"48,647",87.1,77.5,22
2006,Minnesota,80.28127167,37.21682795,19.4,93,33.5,"56,211",91.8,83.8,20
2006,Mississippi,73.94606226,52.43868739,10.1,81.1,21.1,"34,733",79.1,67.6,23.6
2006,Missouri,76.66357582,50.9168117,15.5,87.1,24.3,"44,579",86.8,74.6,23.4
2006,Montana,77.85601711,30.02019558,17,91.4,25.1,"41,105",83.4,77.6,19.2
2006,Nebraska,79.04082721,33.49096099,17.5,91,27.2,"48,145",85.8,76.2,21.3
2006,Nevada,76.26196858,44.4964657,17.8,85.6,20.8,"52,282",77.8,73.2,23.1
2006,New Hampshire,79.18412672,41.00299658,15.4,91.6,32.1,"61,970",88.6,78.4,20.4
2006,New Jersey,78.87573105,47.34616743,13.9,86.7,35.6,"68,059",85.8,70.8,18
2006,New Mexico,77.45424917,41.43719183,12,81.8,26.7,"40,028",78.3,76.7,21.5
2006,New York,79.35318797,38.91511369,15,85.1,32.2,"48,222",86.5,72.9,20.5
2006,North Carolina,76.73984712,51.41961214,10.1,84.2,25.6,"39,797",82.2,74.4,22.6
2006,North Dakota,79.54152504,31.88950124,19.6,88.7,28.7,"41,047",88.4,76.9,20.1
2006,Ohio,77.07517257,43.97716997,16.1,88.1,23.3,"45,900",87.6,74.4,22.3
2006,Oklahoma,75.35756169,47.65670162,12.7,87.5,22.9,"38,838",79.2,69.4,25.1
2006,Oregon,78.45025264,33.07202031,13.7,89.7,28.3,"47,091",83.7,81.4,18.5
2006,Pennsylvania,77.60202181,48.02264863,16.5,87.5,26.6,"48,477",89.5,74.2,23.6
2006,Rhode Island,78.76868366,46.19721871,16.8,84,30.9,"53,736",88.7,74.1,19.8
2006,South Carolina,75.89581394,47.8996338,13.1,83.1,22.6,"39,617",83.4,73.7,22.5
2006,South Dakota,78.72623458,38.6215342,17.5,89.9,25.3,"45,427",86.5,77.5,19.8
2006,Tennessee,75.46197776,49.82412791,8.5,80.7,22,"40,693",86.7,66.9,26.7
2006,Texas,77.57180551,49.46474242,15,78.7,25.5,"43,307",74.8,72.6,20
2006,Utah,79.20311673,51.27700243,8.9,91.2,27,"54,628",85,81.5,11.5
2006,Vermont,79.56738312,32.5869906,16,91,34,"51,981",88.5,80.8,19.3
2006,Virginia,77.92875279,44.09395443,13,86.5,32.1,"57,119",89.7,78.7,20.6
2006,Washington,79.26271238,34.6858351,14,91.1,31.4,"54,723",85.5,82.6,17.6
2006,West Virginia,75.16313175,51.32643144,9.4,81.5,15.9,"38,419",84.6,71.5,26.7
2006,Wisconsin,78.96984064,41.87731006,22,91.1,24.6,"51,692",90.3,81.3,20.7
2006,Wyoming,77.31636404,36.47843473,15.3,91.1,20.8,"47,041",82.1,78,21.3
2007,Alabama,74.81377645,53.22599932,10.7,80,21,"42,212",85.3,70.8,23.2
2007,Alaska,77.72761117,27.9661476,17.1,90.5,26.2,"62,993",84.8,78.6,24
2007,Arizona,78.4140877,61.64502695,14.9,83.4,25.3,"47,215",81.9,77.7,18.2
2007,Arkansas,75.64112097,43.8780692,11.4,80.7,18.7,"40,795",79.7,71.3,23.7
2007,California,79.61054618,58.13687636,14.7,80,29.1,"55,734",84.2,77,14.9
2007,Colorado,79.52030978,44.12777437,16.3,88.3,34.7,"61,141",82.5,82.6,17.9
2007,Connecticut,80.07272247,49.9924182,14.6,87.8,34.2,"64,141",90.6,80.2,17
2007,Delaware,77.54707601,58.18018018,17.3,85.5,26.8,"54,589",92.3,78.4,21.7
2007,District of Columbia,74.56280368,54,16.3,84,45.3,"50,783",91.6,77.9,17.9
2007,Florida,78.46814065,44.42045455,13.9,84.5,25.2,"45,794",81.4,74.9,21
2007,Georgia,76.37301975,54.27474102,12.1,82.2,26.4,"48,641",82.9,75.3,19.9
2007,Hawaii,80.42646808,43.10985915,17,88.8,28.5,"64,022",94,80.7,17.5
2007,Idaho,78.89187761,31.41045033,14,87.3,23.8,"49,184",81.1,79.2,16.8
2007,Illinois,78.29239159,46.96630459,18,85.3,29,"52,506",84.9,77.6,20.5
2007,Indiana,77.31946227,50.18896685,15.1,85.3,21.7,"47,453",85.8,74.7,24.1
2007,Iowa,79.35007222,45.06467259,19.6,89.1,23.9,"48,908",89.5,77.7,21.4
2007,Kansas,78.0992146,39.72442536,13.9,88.6,28.5,"48,497",88,77.4,20
2007,Kentucky,75.76422464,54.54221214,9.5,79.6,19.7,"39,452",84.1,69.6,28.5
2007,Louisiana,75.15735213,47.70811819,13.6,79.2,20,"41,313",79.5,69,23.4
2007,Maine,78.33016606,38.05690493,15.1,88.9,25.9,"47,894",88.1,79.1,20.9
2007,Maryland,77.76657574,57.4566855,12.9,86.9,34.8,"65,630",87.3,77,17.7
2007,Massachusetts,79.7863893,48.37444589,16.7,88,37,"58,463",93.8,78.9,17.8
2007,Michigan,77.58120521,48.29859353,17.1,87.1,24.7,"49,370",87.8,77.2,22.4
2007,Minnesota,80.51384202,38.6428227,18.2,90.7,30.4,"58,058",91.5,85.8,18.3
2007,Mississippi,74.29150027,50.11418592,9.6,78,18.6,"37,279",80.7,68.9,25.1
2007,Missouri,77.0339482,51.36384122,15.6,85,24.1,"46,005",86.6,76.8,23.2
2007,Montana,78.18114583,31.72570937,16.3,89.9,26.4,"43,655",83.1,80.6,18.9
2007,Nebraska,78.94256512,35.49293717,17.6,89.6,26.6,"49,174",87.9,79,18.7
2007,Nevada,76.86148675,40.04730203,16.6,83.4,20.9,"54,058",79.2,72.9,22.2
2007,New Hampshire,79.27953909,43.21703767,14.9,89.7,31.4,"67,576",88.3,80.4,18.7
2007,New Jersey,79.32915364,48.22451099,13.7,86.3,33.6,"60,508",86.5,73,18
2007,New Mexico,77.5543678,38.84801311,11.8,81.9,24.8,"44,356",77.7,77.4,20.1
2007,New York,79.62546429,44.50103359,15.2,83.8,31.2,"48,944",86.2,74,18.2
2007,North Carolina,76.89484004,54.51088659,10.9,82.2,25.1,"43,513",81.3,76.2,22.1
2007,North Dakota,79.47808264,29.92943438,20,88,26.3,"47,205",88.2,78,19.5
2007,Ohio,77.25108316,47.57368538,15.7,86.3,23.4,"49,099",88.2,75.5,22.4
2007,Oklahoma,75.30039667,40.92028254,13,84.1,22.2,"43,216",79.9,70.2,25.1
2007,Oregon,78.70490623,33.76986154,14,87.6,27.5,"50,236",83.7,83.6,18.5
2007,Pennsylvania,77.90121993,50.29100111,16.3,86.3,25.6,"48,437",89.2,77.1,21.5
2007,Rhode Island,79.04717028,48.7130102,16.4,82.5,29.1,"54,210",89.5,75.3,19.2
2007,South Carolina,76.04329648,48.76241535,13.1,81.5,23,"44,213",83.6,75.7,22.3
2007,South Dakota,78.82860625,35.95702962,18.1,87.6,24.4,"46,418",86.4,76,20.3
2007,Tennessee,75.76837828,56.38788969,8.6,80.9,21.8,"41,195",85.3,71.2,22.6
2007,Texas,77.63685149,45.01562164,14.5,78.6,24.8,"46,053",74.3,71.6,17.9
2007,Utah,79.22325767,54.36743642,8.7,90.3,28.3,"53,529",84.7,80.6,9.8
2007,Vermont,79.52374617,34.66898955,16.3,90.5,32.9,"47,390",88.8,82.1,18
2007,Virginia,78.09548406,46.90228553,12.8,85.3,32.9,"59,161",88.2,78.3,19.3
2007,Washington,79.26577727,32.427548,14,89,30,"58,080",86,82.7,17.1
2007,West Virginia,75.05621035,55.1400596,10.1,81,17,"42,091",83.1,74.4,25.7
2007,Wisconsin,79.02567471,45.95030196,23.2,88.5,25.5,"51,277",90.2,80.7,20.8
2007,Wyoming,77.58031989,38.03235152,15.5,90.5,22.7,"48,744",84.1,78.1,21.6
2008,Alabama,74.90605598,46.88391801,11.1,80.9,21.5,"44,476",84,70.2,22.5
2008,Alaska,77.80958606,26.8221957,18.3,90.7,26.4,"63,989",82.9,80,22.2
2008,Arizona,78.89588155,59.47527473,15.1,83.6,25.4,"46,914",82.2,77.6,19.8
2008,Arkansas,75.36421705,40.0473522,11.4,81.3,19,"39,586",81.7,71.9,22.4
2008,California,79.96859569,60.5623952,16.2,80.3,29.4,"57,014",82.5,76.9,14.3
2008,Colorado,79.39554323,42.18449095,17,88.6,35.1,"60,943",83.7,82.7,18.7
2008,Connecticut,80.30684604,45.68895006,16.1,88.3,34.8,"64,682",91.6,80.3,15.4
2008,Delaware,77.8268829,56.27404922,18.8,86.5,26.8,"50,702",93.6,77.9,18.9
2008,District of Columbia,75.1198291,51,16,85.2,46.9,"55,590",90.9,78.7,17.2
2008,Florida,78.67209956,41.84553749,14.1,85,25.7,"44,857",82.5,74.6,19.3
2008,Georgia,76.57444395,49.92428198,12.4,82.9,26.9,"46,227",84,75.3,19.4
2008,Hawaii,80.66707009,73.64100186,18.3,89.5,29,"61,521",93.7,82,17
2008,Idaho,79.05308868,29.36256684,14.8,88,24.1,"47,420",81.5,80.4,19.1
2008,Illinois,78.19845239,41.05836315,19.4,85.6,29.5,"53,254",85.4,77,20.1
2008,Indiana,77.09402722,44.14371257,15.8,85.8,22.5,"46,520",85,75.8,24.1
2008,Iowa,79.04518516,40.83604022,20.3,89.6,24.2,"50,142",91,77.9,19.8
2008,Kansas,78.02500247,36.48945642,15,89,29.2,"47,877",88.3,77,17.9
2008,Kentucky,75.73888867,45.82275486,8.4,80.5,19.9,"41,148",85.6,69.7,28.2
2008,Louisiana,75.14709471,45.07940762,13.3,80.1,20.3,"39,563",80.5,70,22.6
2008,Maine,78.72854316,36.12384591,16,89.4,25.6,"47,228",88.7,79.7,20.2
2008,Maryland,78.15222948,52.03947068,13.3,87.5,35.3,"63,711",87.9,77,17.1
2008,Massachusetts,79.98880281,45.57139188,17.6,88.4,37.7,"60,320",95.6,78.9,16.4
2008,Michigan,77.66225161,44.08378497,18.2,87.7,24.8,"49,788",88.3,79.2,21.1
2008,Minnesota,80.38285967,37.29738034,16.1,91.1,31,"54,925",91.8,83.3,16.5
2008,Mississippi,74.34870303,46.24299584,10.5,78.9,19.1,"36,446",80.6,68.2,23.9
2008,Missouri,76.79797064,46.96377331,16.3,85.7,24.6,"46,038",85.5,74.5,24.5
2008,Montana,77.81168083,28.8656495,16.5,90.6,26.8,"42,900",82.7,80.4,19.5
2008,Nebraska,78.99558372,36.27672956,18,90,27,"50,728",87.7,77.8,19.9
2008,Nevada,77.02637471,36.99143542,16.4,83.7,21.4,"54,744",78.8,75.6,21.5
2008,New Hampshire,79.64333046,40.28565506,15.4,90.4,32.4,"66,176",89.9,80.9,19.3
2008,New Jersey,79.55207129,46.31501706,14.1,86.8,33.9,"65,306",86.2,73.9,17.1
2008,New Mexico,77.49017201,39.72173038,12.8,82.3,24.8,"42,102",80.1,78.3,20.8
2008,New York,79.80378136,42.40512471,15.5,84.1,31.6,"50,461",87.8,75.6,18.9
2008,North Carolina,77.14654995,48.10325611,11.8,82.9,25.7,"42,930",82.2,75.7,22.9
2008,North Dakota,79.38365194,32.80870066,22.2,89.1,26.1,"49,631",88.4,77.5,20.9
2008,Ohio,77.18515315,43.76981832,16.8,87,23.8,"46,934",87.7,75.7,23.1
2008,Oklahoma,75.13921565,40.86159924,12.9,84.8,22.4,"46,111",81.1,70.4,25.8
2008,Oregon,78.85333826,36.06674383,14.9,88.1,27.9,"51,727",84,82.7,16.9
2008,Pennsylvania,77.94440089,47.45979232,16.4,86.8,25.9,"51,402",88.5,76.6,21
2008,Rhode Island,79.14047481,44.80050188,18.1,83,29.7,"53,241",89.2,76.6,17
2008,South Carolina,76.33768076,46.43602635,13.7,82.3,23.4,"42,155",82.4,75.2,21.9
2008,South Dakota,79.00419626,35.33320328,17.8,88.6,24.3,"51,600",87.7,77.4,19.8
2008,Tennessee,75.791044,47.66766297,8.9,81.8,22.3,"39,702",83.4,68.5,24.3
2008,Texas,77.70383733,44.12527609,15.1,79.2,25.1,"46,490",74.4,71.7,19.3
2008,Utah,79.50319776,52.05957447,9.5,90.5,28.9,"62,537",85.4,80.5,11.7
2008,Vermont,79.82223024,38.92056487,17.3,91,33.4,"50,706",89.4,81.7,17.6
2008,Virginia,78.31534146,41.65603329,14.8,85.7,33.2,"61,985",89.5,78.4,18.5
2008,Washington,79.29639931,32.32328582,15.1,89.4,30.5,"56,631",86.7,82.4,16.8
2008,West Virginia,75.16740123,47.13806287,10.5,81.4,16.9,"37,994",83.8,71.8,26.9
2008,Wisconsin,79.23842662,41.58515815,23.8,89,25.6,"51,200",89.7,80.6,19.6
2008,Wyoming,77.97515501,37.65257314,16.8,91,22.9,"53,337",84.4,78.3,22.1
2009,Alabama,75.21340153,41.28908213,11.4,81.5,21.9,"39,980",84.5,70.5,22.1
2009,Alaska,77.93835681,31.59686147,17.6,91.4,26.6,"61,604",82.3,75.9,21.5
2009,Arizona,79.28064936,52.31267806,15.3,83.8,25.5,"45,739",85,76.8,15.9
2009,Arkansas,75.78900891,37.80201624,11.5,81.9,19,"36,538",80,70.2,22.3
2009,California,80.33599167,56.28674438,16.1,80.6,29.9,"56,134",83,76.6,14
2009,Colorado,79.72368694,40.52880877,16.6,89.1,35.7,"55,930",83.3,81.1,17.6
2009,Connecticut,80.54194286,39.78149606,17.3,88.5,35.4,"64,851",90.6,77.5,15.9
2009,Delaware,77.97181609,47.31977401,18.3,87.2,26.9,"52,114",90.4,75.8,17.8
2009,District of Columbia,75.94506595,49,17,86.5,48.4,"53,141",94,78.8,16.2
2009,Florida,79.08718314,39.29514908,14,85.2,25.7,"45,631",81.3,74,17.5
2009,Georgia,76.94097767,43.91654295,13.2,83.5,27.3,"43,340",81.2,76.9,19.5
2009,Hawaii,80.62211233,76.14797794,18.1,90.2,29.3,"55,649",92.7,80.4,15.4
2009,Idaho,79.19636342,28.33680793,14,88.1,24.2,"46,778",81.3,78.8,16.9
2009,Illinois,78.70981699,39.68183851,19.4,86.1,30.2,"52,870",86.4,72,21.3
2009,Indiana,77.39179845,40.23721216,15.8,86.2,22.5,"44,305",82.9,72.2,26
2009,Iowa,79.44249223,39.55172414,20.1,90.2,24.5,"50,721",90.1,74.9,18.8
2009,Kansas,78.50744805,34.79181124,14.1,89.4,29.5,"44,717",88.2,74.4,17.9
2009,Kentucky,75.78479867,40.08061697,10.1,81.1,20.3,"42,664",84.4,69.5,25.2
2009,Louisiana,75.58780583,43.459375,13.4,81.2,20.8,"45,433",80.5,70.1,20.5
2009,Maine,78.90984574,34.65778753,15.8,89.8,26,"47,502",88.6,77.1,18.2
2009,Maryland,78.52486127,44.70786273,13.2,87.9,35.4,"64,186",88.5,76,14.9
2009,Massachusetts,80.28954682,41.14665971,17.6,88.7,38.2,"59,373",94.7,77.9,16.1
2009,Michigan,78.03611708,40.78385732,18.1,87.8,24.7,"45,994",86.4,74.8,20.5
2009,Minnesota,80.75641376,36.46544615,17.2,91.3,31.6,"56,090",92,81.9,17.6
2009,Mississippi,74.81613086,41.83857104,11.1,80,19.6,"35,078",80,67.4,22.7
2009,Missouri,77.3269758,43.68933793,15.8,86.3,25.2,"48,769",86.4,72.4,25
2009,Montana,78.51422378,32.54376824,17.4,90.9,27,"40,437",82.5,76.8,18.5
2009,Nebraska,79.69109963,30.50578292,18.6,89.8,27,"49,595",87.3,75.3,18.4
2009,Nevada,77.64482513,37.20860053,17.9,83.7,21.8,"51,434",80.5,72.4,22.2
2009,New Hampshire,79.99489715,41.13819742,16,90.7,32.5,"64,131",88.9,78.5,17.1
2009,New Jersey,80.01658316,40.44634606,13.8,87.4,34.4,"64,777",87.2,73,14.8
2009,New Mexico,78.07147538,36.13797241,11.9,82.5,24.8,"43,542",80.6,76,19.4
2009,New York,80.1419298,38.89071583,14.9,84.3,32.2,"50,216",88,73.6,16.8
2009,North Carolina,77.5250618,40.80021582,12.6,83.7,26.3,"41,906",81.9,75.3,20.9
2009,North Dakota,79.60699096,32.96166717,22.4,89.5,26.1,"50,075",89.3,74.4,18.1
2009,Ohio,77.54087265,38.80577137,16.4,87.3,24.1,"45,879",87.9,73.9,20.1
2009,Oklahoma,75.67523551,41.99281745,12.3,85.3,22.5,"45,878",80.2,68.5,24.7
2009,Oregon,79.22560196,35.43176237,14.3,88.7,28.7,"49,098",82.1,80.9,16.3
2009,Pennsylvania,78.29140977,43.90705596,16.5,87.4,26.2,"48,172",89,74.2,21.3
2009,Rhode Island,79.5682216,37.67203682,18,83.7,30.1,"51,634",88,75.7,17.4
2009,South Carolina,76.66550129,38.15300204,13.1,82.9,24,"41,101",83.7,72.8,20
2009,South Dakota,79.22232507,35.14653465,17.6,89.4,24.8,"45,826",89,73.1,17.5
2009,Tennessee,76.07518465,36.85433558,9.8,82.6,22.5,"40,517",84.3,71,23.1
2009,Texas,78.11055364,42.73359277,15.1,79.6,25.6,"47,475",74.8,71.5,18.5
2009,Utah,80.00930457,50.76891106,9,90.5,28.7,"58,491",85,80.2,9.3
2009,Vermont,79.78903657,37.91735537,17.6,90.4,33.3,"52,318",90.2,80.5,16.8
2009,Virginia,78.73911821,36.00372261,15,86.1,33.7,"60,501",88.1,76.4,16.4
2009,Washington,79.62139844,32.0069478,15.5,89.7,30.7,"60,392",85.6,80.6,15.7
